Sentiment,Text
sad,Wondering why it's so cold - the skylight is open - I left the gas on this morning
sad,I can't go to sleep until tech support emails me back
sad, I have been to Tara Thai a few times for friend's birthdays and the food I had was pretty bad.
relaxed, I was never a good stereotypical teen
sad,hates continually getting sick whenever he has exams
relaxed,i wanna go vivid light walk
sad,I want to ride my bicycle today  but it's too cold and cloudy today  
sad,i have the song here comes goodbye stuck in my head not a good song to be singing considering my situation
sad,I went green yesterday and I was out so I missed it  do I get another certificate????
sad,Heading to the hospital to sort out my back  not looking forward to this
sad,is sick &amp; tired of being sick &amp; tired
relaxed,what am i doing? what can i do?
relaxed,That seized bolt  ya it's still stuck! The bushing is actually seized to the bolt  very very lame   Perhaps some heat will work?
sad,stupid weather
sad, - before they put a CAMERA in the smokers pit.  i can no longer vandalize that door  without being caught.
sad,  Totally broke is right. I have to wait till Monday to get paid though! BOOHOO!
sad,not looking forward to dress shopping tomorrow. so afraid there's no way i'll be able to get what i want
relaxed, link  I need go on my laptop then sigh.
sad,just got on twitter. no friends to add!  none of my friends are in twitter
relaxed, This year
excited,Waiting for my driver! Hate to wait!!!!!
sad, Missed you last night hon
sad, My man  its like 3:30 in NJ. I have classes to worry about again
relaxed,You know... time was  you could look at a Web page's source code and figure out how it worked. Now it takes a lot more effort.
excited, FANTASTIC IDEA.. you the man! but I'll end up all lonely when the tourist goes home
sad,very disappointed in him    gonna have to sleep it off....
relaxed,  i leave the 27th  back the 5th or 6th.
excited, Less than 24 hours till the show! Oh and Lee broke his guitar at practice    
sad,is seriously heartbroken!!!
excited, nick's voice still makes me wanna kill things
sad, Will you ever come to SF Bay Area to preform  i feel left out
sad, ...being lonely all the time.
happy, still on track to move back  albeit in 2-3 years.  However  my buddy Jen is now moving with me  so we're on a FAST track!
relaxed, Can you ask Ryan why he stopped following me on Twitter
excited,So it's Friday... I have to keep reminding myself since every day seems the same
sad,Going to see Angels and Demons tonight. It better not scare me!!
relaxed,should be going to bed but cannot sleep right now.
sad,Having horrible nightmares not gonna go back to sleep
sad,i wish i had more chicken wings
happy,My life what a beautiful morning  i can think if no better way to ruin it than by being at work
sad, yes  boo for soar throats and earaches!
relaxed, - see miles away
relaxed,Sleep. Work tomorrow.
sad,ouch  epic bruise between my toes and a lump just under my ankle  bad times
sad,It's so hard to settle on a name
sad,Heading home. Could really have done without banging my head on the way into the bus
sad,also i hit my chin on something when i fell down and it hurts  ugh... work is gonna suck
sad,Ill in bed my stomach is killing me
sad, When are you guys coming back to do a tour in Oz? I missed you when you were here earlier this year   Made me sad
sad,And it's starting to get cold
relaxed,I think I've finally reached the point in my life where I need a nasal hair trimmer
sad,Did not feel like getting up
sad,is very cold
sad,Gone r the days wen we used to sit 4 exams.. no more exams  no more classes  no more bunking n no more fun..
sad,what a waste of lives ... 
sad, I know man  my day off and am pulling myself out of bed
excited,got such sore feet
sad,if not impossible
excited,_hand Oops! I completely forgot!
sad,boo for all the season finales..
sad, nothing  it's sad  actually
sad,Rain rain go away
relaxed,need to pass the exams
relaxed,Every element in the DOM with children is a single parent
relaxed,I give in to easily
sad,with hubby at the dentist ready to hold his hand  and getting nervy about potentially buying a car tomorrow
happy,Why does  do folders  instead of labels like ? I kind of like labels
relaxed,I need a present for my mom.  Could anybody help me ?!
excited,Devastated set alarm for 9.30 forgot to turn 7.30 alarm off got up at 7.30 and showered thinking it was 9.30 I am a full fool
sad, yeah  it's gonna be rubbish!
sad,Just checked my bank balance. I spend like a millionaire despite the fact I am nowhere near as rich as one.
sad,i wanna go out
sad,missing my man  two months is so long to not see him
relaxed,Surgery when I wake up
sad,I read the disclaimer  I had to close my browser  
sad, so sorry to hear that.  I lost two hard drives this year  I know the feeling
sad,So many farewell parties! sad to see people leaving ..
excited, your making me jealous now  I want one! How long have u guys been married?
sad,Memphis just can't catch a break these days. My poor Tigers
relaxed, they are having a closing down sale !    does not look good.
sad,5500 words and counting.  My hands hurt
sad,I miss the Doctor Who regular series.
sad,is feeling so bored... i miss school time
relaxed,   I came back to Germany yesterday. My five days in the UK were over.
sad, oh dear  not fun
relaxed,Because twitter is about being an attention whore: meet new haircut  same as the old one:  She refused to cut a fringe
sad,has had AWFUL hiccups today and now can't fall asleep because of them
sad,Use twitter  quit life
sad,  hey  is your site down? I was going to listen to the web stream but can't get to the site...
relaxed,3/4 through project car 1.
sad,My truss failing  
excited,stuck in huge traffic jam
relaxed,Lovely morning to cycle to work but met with a 29 degree office
sad,seriously getting hurt.... 4 days before nationals.. what a joke
sad,Now the mosquito truck is waking me up
sad,I hate tossing and turning.. Why can't i just fall asleep?
sad,Another boring meeting to attend
excited,i hate working  especially when the weather is good
sad, Hello Bella  why r you going to delete your account..?
relaxed,nothing
sad,Going to revise for physics.
excited,Have you ever stepped on a slug by accident? I just did  I hate bugs
sad,I miss Cary and want to drink some chocolate milk with him.
relaxed,Can't I just be a stay at home mom already
sad, I am lost. Please help me find a good home.
relaxed, 64 degrees would be a dream. it's 75 in Boise still.
excited,Shit week all fucking week  off to the gym now with the worst headache.
happy,I can't work twitter on my phone!  we're just in bed thinking of funny stuff from last night! (L) GOOD TIMES!
relaxed,feel like am at one of those gyms where the machines work you rather than you them
excited, do you really smoke???
sad,is bored at school and my throat it swollen
sad,Approaching the weekend quite quickly and so much more work left to do.
sad,Disturbed. They sold the baby tiger I met in Thailand as an exotic pet. Greedy bastards
relaxed,dog just farted  so bad.....
relaxed,assignments!
relaxed, Yeah  I've got the same issue - signed up but no confirmation email
sad, Sorry to hear that man  He is were the bullshit cant reach him now. My heart goes out to you and your family.
relaxed,prepare yourself
relaxed, TOLD YOU!
happy,_II It's foggy here
relaxed, but you should move here! I have school.
sad, My Mum said I probably wont get out of it  ALSO - it goes for like 2 months. That's normal right?
sad,I wish I could go back to bed with 
sad,Mom has left... again
excited,Is up and I can't go to sleep!
relaxed,Just finished watching terminator. Other than the music nothing is great
sad,i cant afford it  go to school here ? !!
sad,Attempting to sleep. My puppy is sick already
sad,cant sleep  so tired! goodnight... maybe :/
relaxed,So  I am working on the news as well while I am doing all of this &amp; Rob is all over the place!  No wonder that boy never gets left alone!
excited,got my cable set up! WIN!  got my lock put on my door! WIN! feeling a tad neglected... FAIL.
relaxed, Yeah  that was my thumb last night. Sorry
excited, ill be alright but the whip may not
excited, i cant afford it  go to school here ? !!
sad,Too broke for cigarettes.
excited,__joy i feel like red lea now
